work_id,filename,original_split,suggested_split,work_cluster_id,cluster_size,cluster_basis,orientation_proxy,quality_band_proxy,dominant_hue_bin_12_proxy,seed,stratification_limitation
zhx_1d4c6addefb48a10,IMG20260430105528.png,train,test,precautionary_cluster_0065,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ebb7b2b940c550e1,IMG20260430105531.png,train,train,precautionary_cluster_0022,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1881e88b308be157,IMG20260430105534.png,train,train,precautionary_cluster_0001,6,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c9a5559acbf7c835,IMG20260430105537.png,train,train,precautionary_cluster_0341,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ea02fb14c35bf1de,IMG20260430105551.png,train,train,precautionary_cluster_0394,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_29fc8e1413d988cf,IMG20260430105554.png,train,train,precautionary_cluster_0084,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,8,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_516ca5a0c3363e00,IMG20260430105600.png,train,train,precautionary_cluster_0143,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_48b6a38b0a6376a6,IMG20260430105603.png,train,train,precautionary_cluster_0133,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8b206c0cc4675d21,IMG20260430105607.png,train,train,precautionary_cluster_0248,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_68a421b4caa5e435,IMG20260430105614.png,train,train,precautionary_cluster_0190,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_38223fec8f10afdf,IMG20260430105617.png,train,train,precautionary_cluster_0105,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7c1b798892c6855d,IMG20260430105621.png,train,train,precautionary_cluster_0015,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d11aec59038458c6,IMG20260430105626.png,train,train,precautionary_cluster_0001,6,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c3f5e7408b270cfd,IMG20260430105631.png,train,train,precautionary_cluster_0328,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_77218c80c4fbbd4b,IMG20260430105643.png,train,train,precautionary_cluster_0217,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b38eb3d547524813,IMG20260430105650.png,train,train,precautionary_cluster_0019,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5b0b68be0d8cf13c,IMG20260430105731.png,train,val,precautionary_cluster_0161,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b6dfbe4d06c58f25,IMG20260430105734.png,train,train,precautionary_cluster_0310,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,8,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_df00e0e18d4c6b6d,IMG20260430105739.png,train,train,precautionary_cluster_0376,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_89c4f6a4d1f48c4f,IMG20260430105743.png,train,train,precautionary_cluster_0012,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_edda6a5e83ce3532,IMG20260430105745.png,train,train,precautionary_cluster_0011,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,8,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_54647ca8a4746a15,IMG20260430105750.png,train,train,precautionary_cluster_0149,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_157dec77f3beca81,IMG20260430105753.png,train,train,precautionary_cluster_0052,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3f259822546e23d4,IMG20260430105757.png,train,train,precautionary_cluster_0117,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5a75e24a68610ba2,IMG20260430105805.png,train,train,precautionary_cluster_0160,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_616248d6a8603363,IMG20260430105807.png,train,train,precautionary_cluster_0177,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_61326dff4aeabea5,IMG20260430105816.png,train,train,precautionary_cluster_0176,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_e0ae31666a1b4243,IMG20260430105820.png,train,val,precautionary_cluster_0380,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_149242bc9fb8fbee,IMG20260430105827.png,train,train,precautionary_cluster_0049,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6e396c926365bf70,IMG20260430105832.png,train,train,precautionary_cluster_0199,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3d0e92f38a27f558,IMG20260430105836.png,train,train,precautionary_cluster_0113,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f4c50a0f1238ac34,IMG20260430105840.png,train,train,precautionary_cluster_0416,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_831e8adedc016130,IMG20260430105847.png,train,test,precautionary_cluster_0230,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_99f64ef41a97e7db,IMG20260430105853.png,train,train,precautionary_cluster_0264,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1b51bf1117d69d20,IMG20260430105856.png,train,train,precautionary_cluster_0064,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a53b4257f74a80c5,IMG20260430105901.png,train,train,precautionary_cluster_0278,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_890da434d8dfb85b,IMG20260430105904.png,train,test,precautionary_cluster_0245,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_cdaa14db2553996c,IMG20260430105909.png,train,train,precautionary_cluster_0350,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_776ea5f0a36635fd,IMG20260430105912.png,train,train,precautionary_cluster_0218,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_76eea9584caa4a1b,IMG20260430105918.png,train,train,precautionary_cluster_0216,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_558840a45dabe46e,IMG20260430105920.png,train,val,precautionary_cluster_0152,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ff78e8c723309b82,IMG20260430105924.png,train,val,precautionary_cluster_0429,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6dd122b4f835a0b4,IMG20260430110016.png,train,train,precautionary_cluster_0197,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,multiple_flags,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_104f80b651a1e512,IMG20260430110034.png,train,train,precautionary_cluster_0043,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,multiple_flags,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6194a58e26148721,IMG20260430110155.png,train,val,precautionary_cluster_0178,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b0a2ef612e554b8e,IMG20260430110159.png,train,train,precautionary_cluster_0299,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_457a2d55dc8252f0,IMG20260430110202.png,train,val,precautionary_cluster_0128,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,6,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_fe6584b7b2f6681c,IMG20260430110206.png,train,train,precautionary_cluster_0428,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_9321443e4e9fe6fd,IMG20260430110330.png,train,train,precautionary_cluster_0258,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_810bf4f3cdba4b45,IMG20260430110345.png,train,train,precautionary_cluster_0227,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_37cc51aed7881d1f,IMG20260430110350.png,train,test,precautionary_cluster_0103,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_60b621b1b66865e7,IMG20260430110558.png,train,train,precautionary_cluster_0173,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d5a172d8526772b0,IMG20260430110605.png,train,train,precautionary_cluster_0365,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_47e6cf986cf0903d,IMG20260430111100.png,train,train,precautionary_cluster_0132,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a2728eda6cf2a8dc,IMG20260430111429.png,train,train,precautionary_cluster_0276,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_08268f7ab94da198,IMG20260430113105.png,train,test,precautionary_cluster_0033,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5669267bb339953a,IMG20260430113649.png,train,train,precautionary_cluster_0154,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d58377b12b701d61,IMG20260430113726.png,train,train,precautionary_cluster_0010,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_3e334d365afdbdb6,IMG20260430114855.png,train,train,precautionary_cluster_0116,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_05f6f0a58102ad6e,IMG20260430114859.png,train,train,precautionary_cluster_0031,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_62accf66a5669289,IMG20260430114907.png,train,train,precautionary_cluster_0179,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5b0b6b6ecc2c82e7,IMG20260430115023.png,train,train,precautionary_cluster_0162,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6ff19a47e2ed66d2,IMG20260430115143.png,train,train,precautionary_cluster_0204,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_08ba5a0cae919094,IMG20260430115151.png,train,train,precautionary_cluster_0034,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_97ce08fb998bbddb,IMG20260430115252.png,train,train,precautionary_cluster_0261,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_31e2e1d942c870ea,IMG20260430115303.png,train,val,precautionary_cluster_0093,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,multiple_flags,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0eec8c63a2c7716c,IMG20260430115335.png,train,train,precautionary_cluster_0040,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),square,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b239ed2623062d57,IMG20260430115345.png,train,train,precautionary_cluster_0301,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_b3a18959f73d4056,IMG20260430115501.png,train,train,precautionary_cluster_0305,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7ad46fe351742234,IMG20260430115516.png,train,train,precautionary_cluster_0223,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a5270c8c38e973ae,IMG20260430115621.png,train,train,precautionary_cluster_0277,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ec4d335965861dd9,IMG20260430115704.png,train,train,precautionary_cluster_0399,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_664d88e30411ddb3,IMG20260430115708.png,train,val,precautionary_cluster_0184,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_57594ef623ebde70,IMG20260430115716.png,train,train,precautionary_cluster_0157,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_5c5167d75f80fbf1,IMG20260430115751.png,train,test,precautionary_cluster_0166,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1efa0e05f576817f,IMG20260430115856.png,train,train,precautionary_cluster_0067,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_06324534b2676c13,IMG20260430115858.png,train,train,precautionary_cluster_0032,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_332ccc20e734e21c,IMG20260430120006.png,train,train,precautionary_cluster_0096,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_af566ce94c35f1c0,IMG20260430120012.png,train,train,precautionary_cluster_0296,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6b5acd93aeeed27a,IMG20260430120015.png,train,val,precautionary_cluster_0196,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_318bb84a6ee7729b,IMG20260430120035.png,train,train,precautionary_cluster_0092,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_4ad262fda0469d0e,IMG20260430120039.png,train,train,precautionary_cluster_0136,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f9e654c018580777,IMG20260430120044.png,train,train,precautionary_cluster_0422,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),square,no_flag,11,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_9b12f2b8d0e6a71a,IMG20260430120107.png,train,val,precautionary_cluster_0266,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_472c1b41e9190dd3,IMG20260430120306.png,train,train,precautionary_cluster_0131,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,8,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_c79f20ca8c070323,IMG20260430120345.png,train,val,precautionary_cluster_0336,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_689e5937a18669c3,IMG20260430144004.png,train,train,precautionary_cluster_0189,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6fa6eb01bc50a187,IMG20260430144325.png,train,train,precautionary_cluster_0203,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_ce660de62fa4d670,IMG20260430144334.png,train,train,precautionary_cluster_0351,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,6,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_70d539e390895b41,IMG20260430144339.png,train,train,precautionary_cluster_0208,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_38ae7c5e169024a8,IMG20260430144351.png,train,train,precautionary_cluster_0106,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8c765b4790f2473e,IMG20260430144437.png,train,test,precautionary_cluster_0251,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_eec280ab1f090c7c,IMG20260430144439.png,train,train,precautionary_cluster_0406,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,6,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_8b35b2b86f332d58,IMG20260430144523.png,train,train,precautionary_cluster_0249,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_17e379a5b1aa43e4,IMG20260430144527.png,train,train,precautionary_cluster_0055,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),portrait,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7502ac0d9cbd76d9,IMG20260430144845.png,train,train,precautionary_cluster_0215,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_654e5b09c63af8a0,IMG20260430144849.png,train,train,precautionary_cluster_0181,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_01f60aa947b9a7fd,IMG20260430144917.png,train,train,precautionary_cluster_0003,2,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_a26fdfb46a0a90b4,IMG20260430144919.png,train,train,precautionary_cluster_0275,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_343429e0b17ad453,IMG20260430144930.png,train,val,precautionary_cluster_0100,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_749e197cfd98b990,IMG20260430144934.png,train,train,precautionary_cluster_0213,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_7e65383758f408b8,IMG20260430144938.png,train,test,precautionary_cluster_0226,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_1ac9ad012fbedaca,IMG20260430144940.png,train,train,precautionary_cluster_0061,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_0e4acfc4810bf4fc,IMG20260430144942.png,train,train,precautionary_cluster_0039,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_e5fd6ebd4d41be2b,IMG20260430144949.png,train,train,precautionary_cluster_0385,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,6,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_df5de6b1e6d1af91,IMG20260430144951.png,train,train,precautionary_cluster_0377,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_6a976447b6fa66b2,IMG20260430144953.png,train,train,precautionary_cluster_0195,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,one_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_79456d48f3e50fb4,IMG20260430144955.png,train,train,precautionary_cluster_0219,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,1,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_f53592af31e3660d,IMG20260430144959.png,train,train,precautionary_cluster_0417,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_d040c387d311cb7b,IMG20260430145002.png,train,train,precautionary_cluster_0356,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,7,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_41ebcc3486f3972e,IMG20260430145004.png,train,train,precautionary_cluster_0122,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,0,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
zhx_71d3e1024bcc6ea2,IMG20260430145007.png,train,train,precautionary_cluster_0211,1,verified duplicates plus unresolved suspected same-plate/capture pairs (precautionary),landscape,no_flag,5,20260731,"No subject labels; uses orientation, objective quality band, and dominant hue bin proxies only."
